Date,Open,High,Low,Close,Adj Close,Volume,Crypto
"Nov 30, 2023",0.381803,0.382576,0.372702,0.375895,0.375895,"267,025,029",Cardano (ADA)
"Nov 29, 2023",0.385633,0.388801,0.378548,0.381776,0.381776,"256,880,751",Cardano (ADA)
"Nov 28, 2023",0.378341,0.388115,0.370489,0.385624,0.385624,"273,962,828",Cardano (ADA)
"Nov 27, 2023",0.388113,0.391786,0.372034,0.378359,0.378359,"254,570,208",Cardano (ADA)
"Nov 26, 2023",0.394788,0.395569,0.381164,0.388185,0.388185,"234,557,830",Cardano (ADA)
"Nov 25, 2023",0.386220,0.395703,0.385702,0.394811,0.394811,"215,322,275",Cardano (ADA)
"Nov 24, 2023",0.386695,0.397344,0.384995,0.386213,0.386213,"350,870,124",Cardano (ADA)
"Nov 23, 2023",0.380676,0.387142,0.378037,0.386675,0.386675,"241,703,105",Cardano (ADA)
"Nov 22, 2023",0.358470,0.387055,0.357429,0.380660,0.380660,"306,716,799",Cardano (ADA)
"Nov 21, 2023",0.380713,0.389326,0.357300,0.358631,0.358631,"449,348,189",Cardano (ADA)
"Nov 20, 2023",0.384529,0.399276,0.379106,0.380682,0.380682,"393,879,761",Cardano (ADA)
"Nov 19, 2023",0.377688,0.385366,0.370262,0.384525,0.384525,"308,083,348",Cardano (ADA)
"Nov 18, 2023",0.366795,0.377729,0.351022,0.377694,0.377694,"350,054,655",Cardano (ADA)
"Nov 17, 2023",0.371791,0.378157,0.355107,0.366609,0.366609,"419,332,542",Cardano (ADA)
"Nov 16, 2023",0.379283,0.408525,0.362099,0.371766,0.371766,"784,296,833",Cardano (ADA)
"Nov 15, 2023",0.357882,0.379292,0.354510,0.379292,0.379292,"400,207,664",Cardano (ADA)
"Nov 14, 2023",0.358315,0.371355,0.344953,0.357870,0.357870,"430,223,143",Cardano (ADA)
"Nov 13, 2023",0.383414,0.388339,0.355908,0.358415,0.358415,"441,634,462",Cardano (ADA)
"Nov 12, 2023",0.384544,0.390819,0.373520,0.383383,0.383383,"398,823,705",Cardano (ADA)
"Nov 11, 2023",0.386226,0.394394,0.371627,0.384564,0.384564,"537,348,711",Cardano (ADA)
"Nov 10, 2023",0.368388,0.387549,0.364817,0.386210,0.386210,"550,972,799",Cardano (ADA)
