Date,Open,High,Low,Close,Adj Close,Volume,Crypto,Volatility,Return,Amplitude,Price_change,Volatility_ratio,High_low_spread,SMA_7,SMA_50,EMA_10,EMA_50,RoC,BB_upper,BB_lower,ATR,RSI,VWAP,OBV
2023-10-02,27976.8,28494.46,27347.79,27530.79,27530.79,19793041322.0,Bitcoin (BTC),1146.6699999999983,-0.01594213777129616,0.04098646020988813,-446.0099999999984,0.04165045754226443,1146.6699999999983,27718.085714285717,32362.91,27710.35461731629,30691.85918891524,0.02892685223943081,29617.196660557147,26092.792339442854,561.2971428571426,38.720600180711365,33865.059101275096,-87517722355.0
2023-10-01,26967.4,28047.24,26965.09,27983.75,27983.75,9503917434.0,Bitcoin (BTC),1082.1500000000015,0.03768809748066178,0.04012808057135658,1016.3499999999985,0.0386706570777684,1082.1500000000015,27725.037142857145,32173.0458,27760.06310874573,30575.522086840618,0.04132090861865967,29232.402973397366,26284.120026602635,604.9307142857142,61.85475657542676,33808.798189650675,-78013804921.0
2023-09-30,26911.69,27091.79,26888.97,26967.92,26967.92,5331172801.0,Bitcoin (BTC),202.8199999999997,0.00208942656518411,0.007536501795316448,56.22999999999956,0.007520787661784807,202.8199999999997,27582.04857142857,31964.673199999997,27616.036519948208,30421.121792338003,-0.015446668287635967,28825.47446258034,26419.545537419664,608.3885714285714,51.26630119869995,33774.22723743812,-83344977722.0
2023-09-29,27024.84,27225.94,26721.76,26911.72,26911.72,10396435377.0,Bitcoin (BTC),504.1800000000003,-0.004185778713213436,0.018656169657248676,-113.11999999999898,0.018734588498988555,504.1800000000003,27434.208571428575,31771.193600000002,27487.978556918973,30271.460554601847,-0.02436078144758058,28657.088052219613,26407.122947780383,615.3742857142855,50.58057440860013,33707.516145023365,-93741413099.0
2023-09-28,26355.81,27259.5,26327.32,27021.55,27021.55,14079002707.0,Bitcoin (BTC),932.1800000000003,0.025259705545001194,0.0353690514539299,665.739999999998,0.03449765094896482,932.1800000000003,27377.87142857143,31579.690999999995,27403.17314046063,30133.33929886247,-0.03270223936991079,28547.976317208213,26385.55568279178,656.0214285714285,53.112150257788315,33618.13404591213,-79662410392.0
2023-09-27,26209.5,26817.84,26111.46,26352.72,26352.72,11718380997.0,Bitcoin (BTC),706.380000000001,0.005464430836147243,0.026951296285697972,143.22000000000116,0.02680482318333747,706.380000000001,27171.204285714284,31383.65,27212.1812470882,29973.188899129553,-0.057782875514322374,28457.188845316945,26270.04015468306,641.2614285714286,44.58362811602648,33540.74298325591,-91380791389.0
2023-09-26,26294.76,26389.88,26090.71,26217.25,26217.25,9985498161.0,Bitcoin (BTC),299.1700000000019,-0.0029477355944681908,0.01137755202937779,-77.5099999999984,0.011411189197951803,299.1700000000019,26997.957142857143,31150.3834,27031.2843364361,29814.58283156132,-0.06188051498214442,28314.108029689774,26182.89897031023,633.0450000000003,36.732774659381434,33474.32929965527,-101366289550.0
2023-09-25,26253.78,26421.51,26011.47,26298.48,26298.48,11997833257.0,Bitcoin (BTC),410.03999999999724,0.001702611966733961,0.015618322390147142,44.70000000000073,0.015591775646349037,410.03999999999724,26821.91285714286,30965.6002,26898.046991353745,29666.55051013577,-0.04075845011163226,28352.638906676355,26058.251093323644,613.2685714285716,35.09788643225866,33396.23183690884,-89368456293.0
2023-09-24,26579.37,26716.06,26221.05,26256.83,26256.83,8192867686.0,Bitcoin (BTC),495.01000000000204,-0.012134975358708548,0.018623842476326643,-322.53999999999724,0.018852618537729116,495.01000000000204,26575.21,30760.689599999998,26781.461945659434,29523.41005810952,-0.05548898734828345,28390.427079029432,25959.97492097057,622.8042857142862,29.034224636341364,33344.992999603484,-97561323979.0
2023-09-23,26578.56,26634.19,26520.52,26579.39,26579.39,7404700301.0,Bitcoin (BTC),113.66999999999825,3.12281778997097e-05,0.004276755399841009,0.8299999999981083,0.004276621848733107,113.66999999999825,26519.705714285716,30551.187,26744.721556275977,29400.160478066773,-0.031009501282902918,28398.00940786173,25924.093592138273,619.6614285714287,33.810434867717305,33300.50832285814,-90156623678.0
2023-09-22,26564.06,26726.08,26495.53,26579.57,26579.57,10578746709.0,Bitcoin (BTC),230.5500000000029,0.0005838715919177414,0.008679019698043255,15.5099999999984,0.008673955221999563,230.5500000000029,26472.25571428571,30340.017399999997,26714.693976765804,29282.390138883617,-0.034551133476373175,28403.79436397263,25900.58563602736,562.0585714285717,33.989360829958315,33238.168420576294,-79577876969.0
2023-09-21,27129.84,27152.94,26389.3,26567.63,26567.63,13371443708.0,Bitcoin (BTC),763.6399999999994,-0.020722938284929035,0.028147604261580583,-562.2099999999991,0.028743248833260602,763.6399999999994,26407.41,30125.0906,26687.955054542024,29169.32558676212,-0.05060508330727653,28410.128401599086,25863.682598400916,565.4428571428572,38.69074600440488,33162.2079390173,-92949320677.0
2023-09-20,27210.23,27379.51,26864.08,27132.01,27132.01,13281116604.0,Bitcoin (BTC),515.4299999999967,-0.0028746541282451917,0.018942508019961488,-78.22000000000116,0.018997118164116727,515.4299999999967,26518.737142857142,29933.868200000004,26768.69236023324,29084.681189356863,0.006084636857421666,28391.551492687333,25856.358507312663,560.9342857142856,41.51192486925375,33093.30418519157,-79668204073.0
2023-09-19,26760.85,27488.76,26681.61,27211.12,27211.12,13807690550.0,Bitcoin (BTC),807.1499999999978,0.01682569873527935,0.030161598006042328,450.27000000000044,0.02966250562270123,807.1499999999978,26660.71857142857,29764.985,26849.133784237354,29007.02135088434,0.011125264382952693,28355.305083026204,25855.3489169738,586.3599999999998,46.994490494317446,33023.33963407796,-65860513523.0
2023-09-18,26532.99,27414.73,26415.52,26754.28,26754.28,15615339655.0,Bitcoin (BTC),999.2099999999991,0.008340183296341544,0.03765915563982797,221.28999999999724,0.03734766923273582,999.2099999999991,26725.832857142854,29591.199399999998,26831.88763551707,28913.85255203475,-0.009890994410017173,28241.595443588074,25850.977556411923,575.8271428571427,40.28636405713266,32942.68992724514,-81475853178.0
2023-09-17,26567.93,26618.0,26445.07,26534.19,26534.19,6774210670.0,Bitcoin (BTC),172.9300000000003,-0.0012699521566039056,0.006508975294650366,-33.7400000000016,0.00651725189274669,172.9300000000003,26765.455714285716,29421.135799999996,26777.760776950527,28815.64493865949,0.006886196187718019,28107.30596516483,25841.802034835164,510.88285714285695,30.745137003405745,32906.497500043966,-88250063848.0
2023-09-16,26606.2,26754.77,26473.89,26568.28,26568.28,7402031417.0,Bitcoin (BTC),280.880000000001,-0.0014252317129090923,0.010556937856589855,-37.92000000000189,0.010572005413974898,280.880000000001,26763.86857142857,29251.514199999998,26739.673353894515,28723.08729006241,0.013389276144523121,27953.949941834682,25857.326058165316,516.4585714285713,42.81843013225989,32867.823327226695,-80848032431.0
2023-09-15,26533.82,26840.5,26240.7,26608.69,26608.69,11479735788.0,Bitcoin (BTC),599.7999999999993,0.0028216819138744058,0.022605113021796307,74.86999999999898,0.022541508056202666,599.7999999999993,26768.028571428575,29082.044000000005,26715.858194003406,28636.177060106547,0.011795738765130181,27892.82088298328,25837.733117016724,523.2885714285712,44.52344204640329,32808.43709849979,-69368296643.0
2023-09-14,26228.28,26774.62,26171.45,26539.67,26539.67,13811359124.0,Bitcoin (BTC),603.1699999999983,0.011872299670432046,0.02299693308139147,311.3899999999994,0.022727110020584217,603.1699999999983,26764.034285714286,28918.191000000003,26683.823971808,28550.164610801043,0.010772054356904315,27739.18156229722,25865.400437702774,499.7878571428568,41.16076014381094,32737.692615522385,-83179655767.0
2023-09-13,25837.55,26376.11,25781.12,26228.32,26228.32,13072077070.0,Bitcoin (BTC),594.9900000000016,0.015124111999783278,0.023028112185559453,390.77000000000044,0.02268502138146864,594.9900000000016,26634.93571428571,28743.9926,26601.00505704684,28455.079525487352,-0.013208354292555291,27663.606083865532,25820.809916134473,491.83142857142826,47.37366572084849,32668.331302164308,-96251732837.0
2023-09-12,25160.66,26451.94,25133.08,25833.34,25833.34,18657279324.0,Bitcoin (BTC),1318.859999999997,0.026735387704456093,0.05241754389590722,672.6800000000003,0.051052631986417435,1318.859999999997,26438.109999999997,28551.914399999998,26461.42957724265,28347.899167254553,-0.028075322512741918,27585.575621281296,25729.0953787187,564.6664285714279,42.6953037296933,32567.06128758366,-114909012161.0
2023-09-11,25831.71,25883.95,24930.3,25162.65,25162.65,14600006467.0,Bitcoin (BTC),953.6500000000015,-0.025900724342290838,0.03691780373811883,-669.0599999999977,0.03789942633228223,953.6500000000015,26210.734285714283,28361.811800000003,26225.287815319098,28217.89829416063,-0.052883151413957497,27453.186970722993,25579.37402927701,603.4957142857139,32.348032039387164,32484.38916837153,-129509018628.0
2023-09-10,25895.21,25978.13,25640.26,25832.23,25832.23,7899553047.0,Bitcoin (BTC),337.8700000000026,-0.0024321100311601863,0.013047586793078821,-62.97999999999956,0.013079397326518177,337.8700000000026,26110.454285714284,28188.4092,26153.8227528859,28120.686358878847,-0.04790577623994685,27418.55008447209,25500.441915527903,592.2714285714283,44.478859467078564,32443.456132434938,-121609465581.0
2023-09-09,25905.43,25921.98,25810.49,25895.68,25895.68,5481314132.0,Bitcoin (BTC),111.48999999999796,-0.0003763689697488133,0.004303730916645582,-9.75,0.004305351317285275,111.48999999999796,26014.36857142857,28015.5532,26106.887704164863,28030.159867313043,-0.04834200135826816,27374.503458387633,25442.884541612366,592.1157142857139,40.467247240045616,32415.598778840704,-116128151449.0
2023-09-08,26245.21,26414.01,25677.48,25905.65,25905.65,10817356400.0,Bitcoin (BTC),736.5299999999988,-0.012937979920907384,0.028063406617817074,-339.5599999999977,0.02843124955366875,736.5299999999988,25913.934285714284,27851.8748,26070.299028931575,27943.849070117045,-0.03171941087556818,27298.352577671612,25407.445422328383,628.2571428571422,40.62932784560194,32362.331100872903,-105310795049.0
2023-09-07,25748.31,26409.3,25608.2,26240.2,26240.2,11088307100.0,Bitcoin (BTC),801.0999999999985,0.019103778073201672,0.03111272157279443,491.8899999999994,0.030529492915450283,801.0999999999985,25871.152857142857,27698.4828,26101.190115788384,27874.733743895707,-0.011079667402698057,27294.069228375876,25400.47677162412,630.9328571428565,45.82200887582269,32309.372207546476,-94222487949.0
2023-09-06,25783.93,25953.02,25404.36,25753.24,25753.24,12752705327.0,Bitcoin (BTC),548.6599999999999,-0.00119027626897834,0.02127914557633378,-30.68999999999869,0.021304503821655055,548.6599999999999,25803.284285714286,27530.4146,26037.926456348177,27788.783197671688,-0.030677183468406533,27306.359163740566,25341.78583625943,633.3064285714281,32.05236013735687,32245.88348972022,-106975193276.0
2023-09-05,25814.96,25858.38,25589.99,25779.98,25779.98,11094740040.0,Bitcoin (BTC),268.3899999999994,-0.0013550282471868856,0.010396684713050086,-34.97999999999956,0.01041079162978402,268.3899999999994,25795.661428571428,27355.957800000004,25991.027099420786,27707.503754334735,-0.031144336680986484,27310.196306434096,25286.09869356591,594.8235714285711,31.11314639244914,32191.958755333264,-95880453236.0
2023-09-04,25968.17,26081.53,25657.03,25812.42,25812.42,10680635106.0,Bitcoin (BTC),424.5,-0.005997727217589842,0.01634693549834278,-155.75,0.016445571550439672,424.5,25888.485714285718,27194.175600000002,25958.553080648737,27630.92100204276,-0.027402375387486022,27311.04736344798,25240.806636552028,553.7728571428569,36.00222333190655,32141.73658211752,-85199818130.0
2023-09-03,25869.47,26087.15,25817.03,25969.57,25969.57,8962524523.0,Bitcoin (BTC),270.1200000000026,0.0038694260067948256,0.010441651877676759,100.09999999999854,0.010401404412934162,270.1200000000026,25908.105714285713,27051.8424,25960.556156929524,27563.86386128724,-0.009865290647666392,27278.843556008876,25212.02844399112,560.7149999999999,41.44872750183257,32100.91329095769,-76237293607.0
2023-09-02,25800.91,25970.29,25753.09,25868.8,25868.8,10100387473.0,Bitcoin (BTC),217.20000000000073,0.0026313025393290166,0.008418307726355417,67.88999999999942,0.008396214745175684,217.20000000000073,25904.265714285717,26969.3404,25943.873219066776,27495.52437585436,0.0013726448070594532,27243.80908501887,25175.985914981127,556.1664285714285,39.61598071293266,32054.85526710535,-86337681080.0
2023-09-01,25934.02,26125.87,25362.61,25800.72,25800.72,17202862221.0,Bitcoin (BTC),763.2599999999984,-0.005139966730957996,0.02943084026309837,-133.29999999999927,0.029582895361059628,763.2599999999984,25889.27571428572,26886.9866,25917.845360749303,27427.270504680786,0.025357822010002806,27206.48588289373,25136.61811710627,567.8421428571427,38.10314718779174,31976.701809420778,-103540543301.0
2023-08-31,27301.93,27456.08,25752.93,25931.47,25931.47,20181001451.0,Bitcoin (BTC),1703.1500000000015,-0.05019645131314889,0.06238203672780648,-1370.4599999999991,0.06567888361130322,1703.1500000000015,25845.17142857143,26811.957000000002,25920.32256790957,27367.094590529163,0.003841712465396885,27046.32175885043,25176.728241149573,646.4121428571428,41.20452586580903,31896.320884054214,-83359541850.0
2023-08-30,27726.08,27760.16,27069.21,27297.27,27297.27,16343655235.0,Bitcoin (BTC),690.9500000000007,-0.01546594397765574,0.024920580190203618,-428.8100000000013,0.02531205501502534,690.9500000000007,26065.747142857144,26783.5062,26170.67664843749,27364.288399889265,0.05412447172655832,27072.501568511543,25159.163431488458,653.2664285714285,61.84587015255183,31844.341616515,-67015886615.0
2023-08-29,26102.49,28089.34,25912.63,27727.39,27727.39,29368391712.0,Bitcoin (BTC),2176.709999999999,0.062250766114650274,0.08339089489163673,1624.8999999999978,0.07850396304881199,2176.709999999999,26343.948571428573,26771.487199999996,26453.715441449243,27378.866951360094,0.07032211119968035,27333.331766834028,24995.644233165975,714.5414285714287,70.82723963888678,31751.20080834874,-37647494903.0
2023-08-28,26089.62,26198.58,25880.6,26106.15,26106.15,11002805166.0,Bitcoin (BTC),317.9800000000032,0.0006335853109398479,0.012187988939662718,16.530000000002474,0.012180271698431335,317.9800000000032,26385.91,26725.2952,26390.521724489907,27327.81498953039,-0.005108573867577237,27299.031059692177,24987.14094030782,669.1364285714288,58.58101717112923,31708.377795451484,-48650300069.0
2023-08-27,26008.24,26165.37,25965.1,26089.69,26089.69,6913768611.0,Bitcoin (BTC),200.27000000000044,0.0031316997997556575,0.007700251920160704,81.44999999999709,0.007676212327551628,200.27000000000044,26403.070000000003,26676.6996,26335.825047074668,27278.195104386657,0.013064375589246113,27257.724523592704,24980.588476407298,659.3078571428572,52.65725113944117,31681.852246215654,-55564068680.0
2023-08-26,26047.23,26107.38,25983.88,26008.46,26008.46,6034817316.0,Bitcoin (BTC),123.5,-0.0014884500194454627,0.004741387087993618,-38.77000000000044,0.004748454925820291,123.5,26423.02142857143,26653.6758,26276.304129215267,27227.352165399843,0.008862691126990674,27204.794284686017,24973.495715313984,660.1657142857146,51.15974875880762,31658.737911204767,-61598885996.0
2023-08-25,26163.68,26248.1,25786.81,26047.67,26047.67,12406045118.0,Bitcoin (BTC),461.28999999999724,-0.004434009283097868,0.017630929594001962,-116.01000000000204,0.017709453475109185,461.28999999999724,26458.299999999996,26637.395,26234.734287420077,27180.154148825437,0.009113829699036291,27159.878883294994,24969.211116705002,640.5057142857144,51.451701931922685,31611.762282322896,-49192840878.0
2023-08-24,26431.52,26554.91,25914.93,26162.37,26162.37,12871532023.0,Bitcoin (BTC),639.9799999999996,-0.010182917970665381,0.02421275810093402,-269.15000000000146,0.02446185112434384,639.9799999999996,26491.285714285714,26623.3948,26221.577144221796,27139.465807989756,0.007424073636952855,27154.901203526028,24967.593796473968,628.9971428571431,49.16699667141158,31565.417456431656,-36321308855.0
2023-08-23,26040.47,26786.9,25805.0,26431.64,26431.64,16985265785.0,Bitcoin (BTC),981.9000000000015,0.015021618273402832,0.03770669269794291,391.16999999999825,0.037148659712375076,981.9000000000015,26367.624285714286,26616.891599999995,26259.77039080054,27111.190325843407,0.021757483918852127,27191.27954079463,24991.04545920537,659.9428571428574,57.615694797438664,31506.924969736345,-19336043070.0
2023-08-22,26130.75,26135.51,25520.73,26031.66,26031.66,14503820706.0,Bitcoin (BTC),614.7799999999988,-0.0037920840389196694,0.023527070596902074,-99.09000000000015,0.02361662683055936,614.7799999999988,26125.37714285714,26600.0584,26218.295774225942,27068.0978938465,0.008950912997776728,27145.331275830773,25123.89472416923,684.6850000000003,52.60689426582699,31453.788600023774,-33839863776.0
2023-08-21,26188.69,26220.2,25846.09,26124.14,26124.14,13371557893.0,Bitcoin (BTC),374.1100000000006,-0.002464804463300733,0.014285174248883797,-64.54999999999927,0.014320471410733544,374.1100000000006,26127.947142857145,26574.7208,26201.17654252641,27030.443645636722,0.0074299682972078784,27149.92223895699,25148.49476104301,681.0857142857146,53.18912105810234,31407.134153828687,-20468305883.0
2023-08-20,26096.86,26260.68,26004.31,26189.58,26189.58,9036580420.0,Bitcoin (BTC),256.369999999999,0.003552917860616226,0.009823787229574707,92.72000000000116,0.009789007689317621,256.369999999999,26142.217142857142,26546.838799999998,26199.068080246656,26996.92439587677,-0.04057878315304053,27157.548277897284,25170.258722102717,680.1035714285715,52.293907034259014,31376.571466052927,-11431725463.0
2023-08-19,26047.83,26249.45,25802.41,26096.21,26096.21,10631443812.0,Bitcoin (BTC),447.0400000000009,0.0018573524166887367,0.017162274170247613,48.37999999999738,0.01713045687477227,447.0400000000009,26154.752857142856,26510.0612,26180.366611094745,26961.04254526066,-0.05882919380439344,27160.280725518114,25186.582274481883,696.5207142857143,52.3747266678223,31340.372551976154,-22063169275.0
2023-08-18,26636.08,26808.2,25668.92,26049.56,26049.56,24026236529.0,Bitcoin (BTC),1139.2800000000025,-0.022019756660890056,0.042772059552306584,-586.5200000000004,0.043735095717547724,1139.2800000000025,26155.022857142852,26471.675600000002,26156.583590878898,26924.754272864033,-0.0021676884565514642,27151.71559800206,25176.083401997937,723.3792857142861,52.61019153712212,31262.259268014765,-46089405804.0
2023-08-17,28699.8,28745.95,25409.11,26664.55,26664.55,31120851211.0,Bitcoin (BTC),3336.84,-0.07091512832842041,0.11626701231367467,-2035.25,0.12514143310125242,3336.84,26226.762857142858,26446.0346,26248.941119863408,26914.401103822187,0.022033991204954972,27201.585902956693,25217.344097043308,840.0714285714288,56.98046445017462,31179.210283001303,-14968554593.0
2023-08-16,29169.07,29221.98,28701.78,28701.78,28701.78,14949271904.0,Bitcoin (BTC),520.2000000000007,-0.016020051376338048,0.017833959053202612,-467.2900000000009,0.018124311453854108,520.2000000000007,26551.068571428572,26471.751999999997,26694.91182555377,26985.47772202892,0.10355553539117657,27826.378213169897,24884.731786830103,827.8750000000002,61.85766846718458,31158.139665404477,-19282689.0
2023-08-15,29408.05,29439.12,29088.85,29170.35,29170.35,12640195779.0,Bitcoin (BTC),350.27000000000044,-0.008082820860274677,0.011910684319429559,-237.70000000000073,0.012007740736741261,350.27000000000044,26999.452857142856,26499.1712,27144.991493809113,27072.313224713107,0.1198832755482544,28434.0901345079,24612.812865492106,697.4150000000003,62.10370385282561,31143.365909210483,12620913090.0
2023-08-14,29283.26,29660.25,29124.11,29408.44,29408.44,14013695304.0,Bitcoin (BTC),536.1399999999994,0.004274797273254422,0.018308753875080828,125.18000000000029,0.018230820811984568,536.1399999999994,27468.638571428568,26538.7404,27556.52758597415,27165.11115808113,0.12407400399887325,28978.751142343644,24412.038857656356,712.9978571428572,86.06955066660545,31128.639952619113,26634608394.0
2023-08-13,29416.59,29441.43,29265.81,29282.91,29282.91,7329897180.0,Bitcoin (BTC),175.61999999999898,-0.004544374449927755,0.005970100545304503,-133.6800000000003,0.005997354771093412,175.61999999999898,27910.542857142857,26573.7828,27870.41529769654,27249.193798626024,0.10787336691934368,29387.349763123042,24344.85123687696,711.2371428571429,84.06653665447627,31120.7393001582,19304711214.0
2023-08-12,29399.79,29465.11,29357.59,29415.96,29415.96,6194358008.0,Bitcoin (BTC),107.52000000000044,0.0005500039285994306,0.0036571689797784417,16.169999999998254,0.0036551586281732924,107.52000000000044,28384.792857142857,26602.427000000003,28151.42342544765,27335.17869433704,0.13000707599899508,29757.759210038872,24335.965789961127,710.0957142857143,85.95501586980012,31114.422888689325,25499069222.0
2023-08-11,29424.9,29517.77,29253.52,29397.71,29397.71,10195168197.0,Bitcoin (BTC),264.25,-0.0009240473204667587,0.008980489313472603,-27.19000000000233,0.00898879538576304,264.25,28863.100000000002,26651.022800000002,28378.020984496474,27416.988910118616,0.1253082398119134,30070.445296800423,24369.90370319958,696.0214285714288,85.50576564354759,31103.987462132183,15303901025.0
2023-08-10,29563.97,29688.56,29354.45,29429.59,29429.59,11865344789.0,Bitcoin (BTC),334.1100000000006,-0.0045453976580276945,0.011301256225060455,-134.38000000000102,0.011352859485979947,334.1100000000006,29258.105714285713,26701.380199999996,28569.215350978793,27496.782796966236,0.12371370598535747,30343.84521150759,24309.735788492402,674.1735714285717,85.24676467922967,31092.708011385545,27169245814.0
2023-08-09,29766.7,30093.44,29376.8,29561.49,29561.49,18379521213.0,Bitcoin (BTC),716.6399999999994,-0.006893945247541686,0.02407522499974802,-205.20999999999913,0.024242350436327782,716.6399999999994,29380.921428571426,26752.179000000004,28749.628923549048,27578.607238573863,0.13278863099277638,30594.14782862705,24242.84317137295,655.2264285714288,84.79613822177656,31077.541164254228,45548767027.0
2023-08-08,29180.02,30176.8,29113.81,29765.49,29765.49,17570561357.0,Bitcoin (BTC),1062.989999999998,0.020064071237785346,0.036428693331944186,585.4700000000012,0.03571216197012036,1062.989999999998,29465.941428571427,26820.4344,28934.33093746677,27665.237607047966,0.14264847467673158,30878.792627867202,24324.1323721328,687.2414285714286,93.40219415403716,31063.425044568194,63119328384.0
2023-08-07,29038.51,29244.28,28724.14,29180.58,29180.58,13618163710.0,Bitcoin (BTC),520.1399999999994,0.00489246865627759,0.017912076067263763,142.07000000000335,0.017824868457035445,520.1399999999994,29433.390000000003,26879.701,28979.10349429447,27725.241944177993,0.09435861471504303,31024.668937111233,24487.34506288877,697.6721428571428,81.87869483047066,31047.72278135899,49501164674.0
2023-08-06,29043.7,29160.82,28963.83,29041.86,29041.86,7269806994.0,Bitcoin (BTC),196.98999999999796,-6.335280973154748e-05,0.006782538037508925,-1.8400000000001455,0.006782967757574685,196.98999999999796,29398.954285714288,26934.5686,28990.513768059835,27777.35730219761,0.011848742482173602,31115.861868778084,24699.492131221923,693.4307142857142,79.30139671347033,31039.46444858837,42231357680.0
2023-08-05,29075.39,29102.46,28957.8,29042.13,29042.13,6598366353.0,Bitcoin (BTC),144.65999999999985,-0.0011439227470379039,0.004975341689311815,-33.2599999999984,0.004981039613829973,144.65999999999985,29345.550000000007,26990.2746,28999.89853750399,27827.402109151233,-0.004395559189382281,31178.403760863825,24936.39623913618,671.8321428571427,80.8535328568676,31031.94779347345,48829724033.0
2023-08-04,29174.38,29302.08,28885.34,29074.09,29074.09,12036639988.0,Bitcoin (BTC),416.7400000000016,-0.0034376051864684312,0.014284450946344073,-100.29000000000087,0.014333724632482104,416.7400000000016,29299.318571428572,27040.168599999997,29013.38789432202,27876.713948259916,-0.01136918517269192,31221.761298730795,25184.2107012692,620.2221428571427,81.77461207938059,31018.740397549765,60866364021.0
2023-08-03,29161.81,29375.71,28959.49,29178.68,29178.68,12780357746.0,Bitcoin (BTC),416.2199999999975,0.0005784963279027941,0.014272776621204153,16.86999999999898,0.01426452464607712,416.2199999999975,29263.47428571429,27092.1508,29043.441004446337,27928.194844105543,-0.0035594140063265334,31268.37923989218,25412.296760107813,411.6064285714282,79.58530931171231,31005.514152393866,73646721767.0
2023-08-02,29704.15,29988.0,28946.51,29151.96,29151.96,19212655598.0,Bitcoin (BTC),1041.4900000000016,-0.018589658347402713,0.03506210411676488,-552.1900000000023,0.03572624276377992,1041.4900000000016,29204.97,27143.837399999997,29063.171730911203,27976.567875897836,-0.00897471984596121,31232.685301135178,25760.020698864828,448.84142857142825,60.05566376583692,30988.01601091875,54434066169.0
