Date,Open,High,Low,Close,Adj Close,Volume,Crypto
"Jan 1, 2025",2.0801,2.3468,2.0792,2.3223,2.3223,"7,677,226,237",XRP (XRP)
"Dec 31, 2024",2.0575,2.1410,2.0141,2.0801,2.0801,"4,725,443,244",XRP (XRP)
"Dec 30, 2024",2.0932,2.1432,2.0002,2.0576,2.0576,"6,671,570,513",XRP (XRP)
"Dec 29, 2024",2.1808,2.1928,2.0720,2.0932,2.0932,"3,053,146,362",XRP (XRP)
"Dec 28, 2024",2.1417,2.1995,2.1350,2.1808,2.1808,"2,759,395,789",XRP (XRP)
"Dec 27, 2024",2.1543,2.2313,2.1235,2.1416,2.1416,"5,426,840,159",XRP (XRP)
"Dec 26, 2024",2.2959,2.3120,2.1341,2.1543,2.1543,"5,466,927,247",XRP (XRP)
"Dec 25, 2024",2.3246,2.3278,2.2638,2.2960,2.2960,"3,967,858,677",XRP (XRP)
"Dec 24, 2024",2.2573,2.3462,2.2145,2.3246,2.3246,"5,976,090,472",XRP (XRP)
"Dec 23, 2024",2.1994,2.2685,2.1353,2.2573,2.2573,"10,144,129,668",XRP (XRP)
"Dec 22, 2024",2.2378,2.2909,2.1671,2.1993,2.1993,"11,275,662,705",XRP (XRP)
"Dec 21, 2024",2.2769,2.3816,2.2038,2.2381,2.2381,"14,987,697,762",XRP (XRP)
"Dec 20, 2024",2.2489,2.3461,1.9695,2.2769,2.2769,"26,858,734,292",XRP (XRP)
"Dec 19, 2024",2.3033,2.4264,2.1696,2.2489,2.2489,"23,020,304,511",XRP (XRP)
"Dec 18, 2024",2.5652,2.5846,2.2874,2.3033,2.3033,"19,855,585,018",XRP (XRP)
"Dec 17, 2024",2.4886,2.7177,2.4457,2.5652,2.5652,"17,019,845,093",XRP (XRP)
"Dec 16, 2024",2.4470,2.5689,2.3449,2.4887,2.4887,"12,061,755,485",XRP (XRP)
"Dec 15, 2024",2.3987,2.4654,2.3696,2.4469,2.4469,"6,045,150,094",XRP (XRP)
"Dec 14, 2024",2.4213,2.5206,2.3579,2.3987,2.3987,"7,815,885,534",XRP (XRP)
"Dec 13, 2024",2.3427,2.4723,2.2944,2.4213,2.4213,"9,425,468,612",XRP (XRP)
"Dec 12, 2024",2.4001,2.4816,2.3170,2.3428,2.3428,"10,907,030,447",XRP (XRP)
"Dec 11, 2024",2.3693,2.4659,2.2392,2.4001,2.4001,"14,234,882,608",XRP (XRP)
"Dec 10, 2024",2.2192,2.4111,1.9123,2.3692,2.3692,"26,630,797,341",XRP (XRP)
"Dec 9, 2024",2.6083,2.6083,2.1031,2.2190,2.2190,"19,372,805,327",XRP (XRP)
"Dec 8, 2024",2.6165,2.6409,2.4924,2.6083,2.6083,"10,558,694,953",XRP (XRP)
"Dec 7, 2024",2.4247,2.6173,2.3963,2.6166,2.6166,"12,359,080,774",XRP (XRP)
"Dec 6, 2024",2.2509,2.4605,2.2395,2.4247,2.4247,"13,380,810,341",XRP (XRP)
"Dec 5, 2024",2.3544,2.4850,2.1889,2.2952,2.2952,"21,253,973,296",XRP (XRP)
"Dec 4, 2024",2.5256,2.6703,2.2956,2.3544,2.3544,"22,033,216,003",XRP (XRP)
"Dec 3, 2024",2.7139,2.8649,2.3610,2.5255,2.5255,"43,498,034,453",XRP (XRP)
"Dec 2, 2024",2.3207,2.8497,2.2439,2.7138,2.7138,"51,723,383,809",XRP (XRP)
"Dec 1, 2024",1.9441,2.3396,1.8536,2.3202,2.3202,"18,321,198,113",XRP (XRP)
"Nov 30, 2024",1.7967,1.9549,1.7706,1.9441,1.9441,"16,537,204,319",XRP (XRP)
"Nov 29, 2024",1.5413,1.8115,1.5279,1.7967,1.7967,"14,734,827,154",XRP (XRP)
"Nov 28, 2024",1.4728,1.5424,1.4342,1.5413,1.5413,"5,820,667,101",XRP (XRP)
"Nov 27, 2024",1.4013,1.5184,1.3573,1.4728,1.4728,"7,766,481,602",XRP (XRP)
"Nov 26, 2024",1.4154,1.4565,1.2948,1.4013,1.4013,"9,378,581,138",XRP (XRP)
"Nov 25, 2024",1.4324,1.5359,1.3643,1.4154,1.4154,"11,517,571,350",XRP (XRP)
"Nov 24, 2024",1.4690,1.5091,1.3082,1.4324,1.4324,"11,863,424,377",XRP (XRP)
"Nov 23, 2024",1.4690,1.6216,1.4275,1.4690,1.4690,"15,468,388,183",XRP (XRP)
"Nov 22, 2024",1.2502,1.4969,1.2476,1.4690,1.4690,"19,984,456,169",XRP (XRP)
"Nov 21, 2024",1.1023,1.2518,1.0821,1.2504,1.2504,"10,451,562,188",XRP (XRP)
"Nov 20, 2024",1.1019,1.1466,1.0637,1.1023,1.1023,"6,409,028,714",XRP (XRP)
"Nov 19, 2024",1.1179,1.1458,1.0738,1.1019,1.1019,"5,884,163,705",XRP (XRP)
"Nov 18, 2024",1.0543,1.1833,1.0543,1.1179,1.1179,"9,978,319,005",XRP (XRP)
"Nov 17, 2024",1.1191,1.1546,1.0055,1.0543,1.0543,"12,066,098,151",XRP (XRP)
"Nov 16, 2024",0.8921,1.2567,0.8799,1.1191,1.1191,"22,568,823,580",XRP (XRP)
"Nov 15, 2024",0.7730,0.9248,0.7726,0.8921,0.8921,"11,738,281,623",XRP (XRP)
"Nov 14, 2024",0.6903,0.8452,0.6844,0.7730,0.7730,"9,458,526,339",XRP (XRP)
"Nov 13, 2024",0.7076,0.7435,0.6426,0.6903,0.6903,"7,773,620,799",XRP (XRP)
"Nov 12, 2024",0.6205,0.7354,0.5991,0.7077,0.7077,"11,156,505,329",XRP (XRP)
"Nov 11, 2024",0.5894,0.6307,0.5720,0.6205,0.6205,"4,066,959,667",XRP (XRP)
"Nov 10, 2024",0.5595,0.6160,0.5562,0.5894,0.5894,"4,198,897,125",XRP (XRP)
"Nov 9, 2024",0.5541,0.5614,0.5451,0.5595,0.5595,"1,238,578,019",XRP (XRP)
"Nov 8, 2024",0.5547,0.5597,0.5430,0.5541,0.5541,"1,498,480,370",XRP (XRP)
"Nov 7, 2024",0.5424,0.5739,0.5384,0.5547,0.5547,"1,889,112,043",XRP (XRP)
"Nov 6, 2024",0.5140,0.5466,0.5140,0.5424,0.5424,"2,211,008,426",XRP (XRP)
"Nov 5, 2024",0.5032,0.5183,0.5020,0.5140,0.5140,"1,027,346,174",XRP (XRP)
"Nov 4, 2024",0.5029,0.5138,0.4968,0.5032,0.5032,"1,025,432,948",XRP (XRP)
"Nov 3, 2024",0.5099,0.5107,0.4937,0.5029,0.5029,"940,842,891",XRP (XRP)
"Nov 2, 2024",0.5129,0.5157,0.5080,0.5099,0.5099,"527,041,359",XRP (XRP)
"Nov 1, 2024",0.5092,0.5234,0.5046,0.5129,0.5129,"1,284,409,586",XRP (XRP)
"Oct 31, 2024",0.5230,0.5234,0.5039,0.5092,0.5092,"1,015,745,412",XRP (XRP)
"Oct 30, 2024",0.5279,0.5281,0.5196,0.5230,0.5230,"900,858,937",XRP (XRP)
"Oct 29, 2024",0.5192,0.5303,0.5185,0.5279,0.5279,"1,076,280,681",XRP (XRP)
"Oct 28, 2024",0.5164,0.5208,0.5114,0.5192,0.5192,"837,346,671",XRP (XRP)
"Oct 27, 2024",0.5128,0.5171,0.5106,0.5164,0.5164,"509,849,012",XRP (XRP)
"Oct 26, 2024",0.5019,0.5144,0.4997,0.5128,0.5128,"703,691,734",XRP (XRP)
"Oct 25, 2024",0.5318,0.5318,0.4936,0.5019,0.5019,"1,357,198,783",XRP (XRP)
"Oct 24, 2024",0.5256,0.5333,0.5245,0.5318,0.5318,"895,039,741",XRP (XRP)
"Oct 23, 2024",0.5334,0.5335,0.5128,0.5252,0.5252,"982,705,775",XRP (XRP)
"Oct 22, 2024",0.5449,0.5488,0.5303,0.5334,0.5334,"1,120,439,497",XRP (XRP)
"Oct 21, 2024",0.5476,0.5594,0.5416,0.5449,0.5449,"1,319,986,738",XRP (XRP)
"Oct 20, 2024",0.5442,0.5480,0.5377,0.5477,0.5477,"692,297,811",XRP (XRP)
"Oct 19, 2024",0.5465,0.5495,0.5411,0.5443,0.5443,"603,883,719",XRP (XRP)
"Oct 18, 2024",0.5437,0.5524,0.5405,0.5465,0.5465,"1,042,238,395",XRP (XRP)
"Oct 17, 2024",0.5480,0.5641,0.5429,0.5437,0.5437,"1,406,187,768",XRP (XRP)
"Oct 16, 2024",0.5415,0.5531,0.5380,0.5480,0.5480,"1,085,371,530",XRP (XRP)
"Oct 15, 2024",0.5480,0.5545,0.5327,0.5415,0.5415,"1,286,412,941",XRP (XRP)
"Oct 14, 2024",0.5315,0.5511,0.5284,0.5480,0.5480,"1,075,594,127",XRP (XRP)
"Oct 13, 2024",0.5396,0.5396,0.5257,0.5315,0.5315,"615,540,884",XRP (XRP)
"Oct 12, 2024",0.5383,0.5425,0.5357,0.5396,0.5396,"569,251,511",XRP (XRP)
"Oct 11, 2024",0.5300,0.5416,0.5296,0.5383,0.5383,"924,108,714",XRP (XRP)
"Oct 10, 2024",0.5243,0.5432,0.5228,0.5300,0.5300,"1,260,651,129",XRP (XRP)
"Oct 9, 2024",0.5309,0.5341,0.5219,0.5243,0.5243,"858,437,665",XRP (XRP)
"Oct 8, 2024",0.5299,0.5341,0.5216,0.5309,0.5309,"906,939,733",XRP (XRP)
"Oct 7, 2024",0.5336,0.5454,0.5298,0.5299,0.5299,"1,192,453,387",XRP (XRP)
"Oct 6, 2024",0.5295,0.5367,0.5285,0.5336,0.5336,"595,405,724",XRP (XRP)
"Oct 5, 2024",0.5343,0.5349,0.5269,0.5295,0.5295,"685,609,430",XRP (XRP)
"Oct 4, 2024",0.5220,0.5384,0.5157,0.5343,0.5343,"1,408,313,543",XRP (XRP)
"Oct 3, 2024",0.5398,0.5436,0.5101,0.5220,0.5220,"2,329,769,451",XRP (XRP)
"Oct 2, 2024",0.5975,0.6058,0.5307,0.5398,0.5398,"2,624,852,688",XRP (XRP)
"Oct 1, 2024",0.6115,0.6336,0.5843,0.5975,0.5975,"2,724,318,278",XRP (XRP)
"Sep 30, 2024",0.6419,0.6524,0.6110,0.6115,0.6115,"2,051,368,592",XRP (XRP)
"Sep 29, 2024",0.6148,0.6622,0.6088,0.6419,0.6419,"2,225,645,563",XRP (XRP)
"Sep 28, 2024",0.5889,0.6256,0.5865,0.6148,0.6148,"2,222,346,896",XRP (XRP)
"Sep 27, 2024",0.5904,0.5970,0.5833,0.5889,0.5889,"1,236,838,134",XRP (XRP)
"Sep 26, 2024",0.5835,0.5960,0.5769,0.5904,0.5904,"1,212,544,781",XRP (XRP)
"Sep 25, 2024",0.5915,0.5949,0.5830,0.5835,0.5835,"995,515,964",XRP (XRP)
"Sep 24, 2024",0.5851,0.5924,0.5819,0.5915,0.5915,"988,961,520",XRP (XRP)
"Sep 23, 2024",0.5876,0.5952,0.5815,0.5851,0.5851,"998,093,828",XRP (XRP)
"Sep 22, 2024",0.5981,0.6041,0.5796,0.5876,0.5876,"886,494,819",XRP (XRP)
"Sep 21, 2024",0.5852,0.6100,0.5806,0.5981,0.5981,"952,605,938",XRP (XRP)
"Sep 20, 2024",0.5874,0.5921,0.5770,0.5852,0.5852,"1,225,009,128",XRP (XRP)
"Sep 19, 2024",0.5852,0.5941,0.5819,0.5874,0.5874,"1,232,042,101",XRP (XRP)
"Sep 18, 2024",0.5845,0.5855,0.5631,0.5853,0.5853,"1,185,142,249",XRP (XRP)
"Sep 17, 2024",0.5854,0.5932,0.5793,0.5845,0.5845,"1,006,340,430",XRP (XRP)
